"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0035270","endocrine system development",92,0.445580088401598,1.61792232642953,0.00233709572529284,0.0168078294792059,0.0128892125578749,3041,"tags=37%, list=20%, signal=30%","51092/578/9095/8820/406/9480/3570/1909/5991/1906/3569/84159/657/10370/706/1028/6722/27122/6009/2908/429/4088/3213/5170/168850/2255/8854/2625/4192/4089/5156/2932/2247/2696"
"GO:0009191","ribonucleoside diphosphate catabolic process",93,0.44099622765676,1.60282623567216,0.00233709572529284,0.0168078294792059,0.0128892125578749,3072,"tags=32%, list=20%, signal=26%","5027/201163/83440/669/7351/5214/6774/11182/23786/79873/3098/6714/9759/55526/51422/957/11277/3099/3988/26471/5663/195827/8850/953/51341/57521/9611/5208/2033/3692"
"GO:0009135","purine nucleoside diphosphate metabolic process",105,0.427748769402008,1.58413217836867,0.00236271980414845,0.0169384241251591,0.0129893600607214,3176,"tags=32%, list=20%, signal=26%","5027/201163/83440/2987/669/7351/5214/204/6774/11182/23786/79873/3098/6714/9759/55526/51422/11277/205/3099/3988/26471/5663/50808/195827/8850/953/51341/57521/9611/5208/2033/3692/8573"
"GO:0009179","purine ribonucleoside diphosphate metabolic process",105,0.427748769402008,1.58413217836867,0.00236271980414845,0.0169384241251591,0.0129893600607214,3176,"tags=32%, list=20%, signal=26%","5027/201163/83440/2987/669/7351/5214/204/6774/11182/23786/79873/3098/6714/9759/55526/51422/11277/205/3099/3988/26471/5663/50808/195827/8850/953/51341/57521/9611/5208/2033/3692/8573"
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation",68,0.476010045373512,1.65670820377726,0.00240045072989415,0.0171817750982013,0.0131759756151919,2388,"tags=31%, list=15%, signal=26%","3717/3600/8767/133396/55024/9961/5771/5168/54625/10188/941/83666/10006/3569/3592/8995/1956/79031/64092/58533/2255"
"GO:0002377","immunoglobulin production",96,0.450946935354084,1.64871819734659,0.00242384419655096,0.0173218975810209,0.0132834296125943,1424,"tags=26%, list=9%, signal=24%","958/695/56259/3133/951/5423/7040/942/115004/6778/30009/7186/5788/5130/4683/3561/6810/79840/604/7124/10039/3981/121260/90865/3569"
"GO:0043330","response to exogenous dsRNA",29,0.618948061220251,1.80734291076759,0.0024703452194265,0.01759878588031,0.0134957635221416,2988,"tags=52%, list=19%, signal=42%","8767/115004/7098/64135/148022/4792/170506/3661/9188/4938/4940/23586/79594/23180/29915"
"GO:0031342","negative regulation of cell killing",29,0.618660897035154,1.80650438458635,0.0024703452194265,0.01759878588031,0.0134957635221416,1175,"tags=41%, list=8%, signal=38%","3133/634/3105/3106/5817/7040/5788/3134/10859/3965/5272/5819"
"GO:0006096","glycolytic process",85,0.448193309379312,1.62098008750147,0.00248677167143093,0.0176880405093316,0.013564209116896,3072,"tags=32%, list=20%, signal=26%","5027/201163/83440/669/7351/5214/6774/11182/23786/3098/6714/9759/55526/51422/11277/3099/3988/26471/5663/195827/8850/51341/57521/9611/5208/2033/3692"
"GO:0010043","response to zinc ion",38,0.559603055179594,1.75164014624266,0.00249586015778919,0.017697208431324,0.0135712396079787,3366,"tags=58%, list=22%, signal=45%","5027/84329/23400/5025/4502/7782/7412/4520/7779/4493/706/445/6279/4499/23498/5066/3777/4495/4501/1385/4496/5026"
"GO:0008637","apoptotic mitochondrial changes",105,0.426935353972583,1.58111976162243,0.00249471398712299,0.017697208431324,0.0135712396079787,2799,"tags=30%, list=18%, signal=24%","120892/3082/10018/8743/5366/578/64422/2729/597/27166/4170/84883/27113/598/284114/54978/3433/2139/3099/4088/2537/79594/203245/27069/10059/7417/152926/7157/282991/90427/2932"
"GO:0070498","interleukin-1-mediated signaling pathway",34,0.599953780485741,1.8313571000734,0.00252199253900271,0.0177790789327233,0.0136340226280029,2369,"tags=47%, list=15%, signal=40%","7444/79792/4615/81030/834/54726/8986/3557/4792/3569/79155/5970/8887/9252/54472/51135"
"GO:0002475","antigen processing and presentation via MHC class Ib",19,0.683432771844489,1.80762678370967,0.00252307775069938,0.0177790789327233,0.0136340226280029,576,"tags=42%, list=4%, signal=41%","6891/3133/3105/3136/3106/3107/567/3134"
